-8.48536E-05,1.959762325
0.065640592,1.038495825
0.095180668,0.931766789
0.116727899,0.839664733
0.138779911,0.763829105
0.159465546,0.69654672
0.179731707,0.638030905
0.199138633,0.589611854
0.216306577,0.549896845
0.227853027,0.51096536
0.246347056,0.478786367
0.259546746,0.449254495
0.273049554,0.423069262
0.284658282,0.399392824
0.300412577,0.377733306
0.311069888,0.360725356
0.322364279,0.341869284
0.336227341,0.323914535
0.346901394,0.307419776
0.356667516,0.294556358
0.370176715,0.278680113
0.382484348,0.266509267
0.393813055,0.253789385
0.407583518,0.238158524
0.417586522,0.228537529
0.431370115,0.213562131
0.44294529,0.203617904
0.454559367,0.192316483
0.470384101,0.178483055
0.481241129,0.16696262
