12.31073302,0.983830905
12.71172702,1.062030056
12.65063551,1.086057645
12.60955665,1.107329807
13.41229071,1.070866948
13.39135052,1.129847851
15.96054111,1.13402676
16.2098977,1.111820522
15.97049702,1.044337573
16.28301192,1.043509498
16.12865744,1.011234743
16.25429856,1.065673274
17.3319671,0.983222376
16.20806783,0.918326552
20.10524637,1.071586954
20.29732243,1.169473303
23.19997314,1.188887541
23.17500522,1.210194314
18.62916985,1.202573963
15.80840465,1.245837777
16.01869877,1.283275625
22.64663096,1.411783473
22.63443686,1.516083033
25.17763116,1.46659239
28.85726666,1.568825432
27.99197417,1.617893308
27.99197417,1.659587139
28.76835404,1.664501448
28.48389214,1.819733731
29.99631404,1.664225595
29.9153964,1.682815581
34.7948028,1.880991193
39.35360354,2.090824936
39.37753807,2.134723107
39.37753807,2.17079223
39.21129697,2.20218715
