0.000000	26.395387	1.351261	
0.180000	26.335488	1.351370	
0.193000	26.293799	1.351439	
0.207000	26.277905	1.351463	
0.220000	26.277894	1.351462	
0.233000	26.283843	1.351451	
0.246000	26.285831	1.351448	
0.259000	26.300703	1.351421	
0.272000	26.324510	1.351379	
0.286000	26.334443	1.351364	
0.299000	26.315613	1.351399	
0.312000	26.293786	1.351437	
0.325000	26.283855	1.351453	
0.338000	26.248158	1.351517	
0.351000	26.222353	1.351560	
0.364000	26.219359	1.351563	
0.378000	26.204488	1.351591	
0.392000	26.195554	1.351605	
0.406000	26.202486	1.351592	
0.419000	26.202492	1.351592	
0.432000	26.230249	1.351541	
0.446000	26.243160	1.351521	
0.459000	26.243170	1.351522	
0.472000	26.224334	1.351557	
0.485000	26.212422	1.351576	
0.498000	26.199525	1.351599	
0.511000	26.174732	1.351643	
0.524000	26.160834	1.351666	
0.537000	26.151902	1.351682	
0.550000	26.119183	1.351742	
0.563000	26.122129	1.351732	
0.576000	26.116186	1.351744	
0.589000	26.138979	1.351701	
0.602000	26.134043	1.351713	
0.615000	26.203428	1.351583	
0.628000	26.186635	1.351622	
0.641000	26.156878	1.351675	
0.655000	26.136037	1.351711	
0.668000	26.133047	1.351714	
0.681000	26.105291	1.351766	
0.695000	26.085442	1.351800	
0.708000	26.069567	1.351827	
0.721000	26.062616	1.351838	
0.734000	26.075496	1.351813	
0.747000	26.071543	1.351823	
0.760000	26.077486	1.351811	
0.773000	26.097316	1.351774	
0.787000	26.109228	1.351754	
0.800000	26.089412	1.351793	
0.813000	26.074526	1.351818	
0.826000	26.051717	1.351860	
0.839000	26.039803	1.351879	
0.852000	26.030873	1.351895	
0.865000	26.017981	1.351919	
0.879000	26.008059	1.351936	
0.892000	25.992192	1.351965	
0.906000	25.998126	1.351952	
0.919000	25.991194	1.351966	
0.932000	26.016957	1.351916	
0.946000	26.037795	1.351880	
0.959000	26.044750	1.351869	
0.972000	26.017993	1.351920	
0.985000	26.001120	1.351949	
0.998000	25.982275	1.351983	
1.011000	25.970366	1.352004	
1.024000	25.953507	1.352034	
1.037000	25.947546	1.352044	
1.050000	25.929702	1.352077	
1.063000	25.934642	1.352066	
1.076000	25.930683	1.352074	
1.089000	25.934643	1.352066	
1.102000	25.943567	1.352049	
1.115000	25.966370	1.352007	
1.128000	25.935666	1.352068	
1.141000	25.927708	1.352080	
1.155000	25.907882	1.352117	
1.168000	25.896963	1.352136	
1.182000	25.889026	1.352150	
1.196000	25.876136	1.352174	
1.209000	25.867205	1.352190	
1.222000	25.851341	1.352219	
1.235000	25.859256	1.352202	
1.248000	25.846381	1.352228	
1.261000	25.836458	1.352246	
1.274000	25.856270	1.352206	
1.287000	25.892957	1.352138	
1.300000	25.877132	1.352173	
1.314000	25.851349	1.352220	
1.327000	25.831507	1.352256	
1.340000	25.822571	1.352271	
1.353000	25.796799	1.352320	
1.367000	25.797767	1.352315	
1.380000	25.800742	1.352310	
1.393000	25.778944	1.352353	
1.406000	25.787842	1.352332	
1.419000	25.780915	1.352347	
1.432000	25.791808	1.352325	
1.446000	25.817584	1.352276	
1.459000	25.857247	1.352202	
1.472000	25.838453	1.352244	
1.485000	25.810686	1.352295	
1.498000	25.779942	1.352352	
1.511000	25.759105	1.352389	
1.524000	25.759088	1.352387	
1.537000	25.725398	1.352453	
1.550000	25.725367	1.352449	
1.563000	25.709515	1.352481	
1.576000	25.714454	1.352469	
1.589000	25.727341	1.352444	
1.602000	25.719426	1.352461	
1.615000	25.723381	1.352452	
1.628000	25.745185	1.352410	
1.641000	25.761060	1.352381	
1.655000	25.753146	1.352399	
1.668000	25.716474	1.352470	
1.681000	25.676806	1.352544	
1.695000	25.650019	1.352593	
1.708000	25.652968	1.352584	
1.721000	25.641083	1.352608	
1.734000	25.627200	1.352634	
1.747000	25.626196	1.352634	
1.760000	25.635113	1.352617	
1.773000	25.633140	1.352622	
1.786000	25.646018	1.352596	
1.799000	25.663866	1.352562	
1.812000	25.678744	1.352534	
1.825000	25.676776	1.352540	
1.838000	25.654975	1.352583	
1.851000	25.630184	1.352630	
1.864000	25.609355	1.352669	
1.877000	25.592494	1.352700	
1.890000	25.581580	1.352720	
1.904000	25.553830	1.352775	
1.917000	25.558757	1.352761	
1.930000	25.552820	1.352774	
1.943000	25.548851	1.352781	
1.956000	25.550829	1.352777	
1.969000	25.584516	1.352709	
1.983000	25.612290	1.352657	
1.996000	25.609342	1.352667	
2.009000	25.588531	1.352708	
2.022000	25.568697	1.352745	
2.035000	25.548864	1.352783	
2.048000	25.530023	1.352819	
2.061000	25.512173	1.352853	
2.074000	25.483427	1.352909	
2.087000	25.493307	1.352885	
2.100000	25.478459	1.352917	
2.114000	25.466555	1.352939	
2.127000	25.466545	1.352938	
2.140000	25.499237	1.352871	
2.154000	25.524036	1.352825	
2.167000	25.514151	1.352848	
2.180000	25.483430	1.352910	
2.193000	25.459625	1.352954	
2.206000	25.446725	1.352978	
2.220000	25.427892	1.353015	
2.233000	25.422921	1.353023	
2.246000	25.352588	1.353169	
2.259000	25.369356	1.353123	
2.272000	25.403057	1.353056	
2.285000	25.387240	1.353094	
2.298000	25.387222	1.353091	
2.311000	25.416941	1.353030	
2.324000	25.484333	1.352895	
2.337000	25.470529	1.352933	
2.350000	25.447726	1.352977	
2.364000	25.422939	1.353025	
2.378000	25.406076	1.353057	
2.391000	25.405070	1.353057	
2.405000	25.396155	1.353075	
2.418000	25.379307	1.353109	
2.431000	25.367404	1.353132	
2.445000	25.365412	1.353134	
2.458000	25.344610	1.353177	
